Event.Clearance.Group,Event.Clearance.Date,Latitude,Longitude
DISTURBANCES,01/01/2017 11:14:02 AM,47.60514,-122.33281
"PERSONS - LOST, FOUND, MISSING",01/01/2017 11:14:03 PM,47.65016,-122.34475
SUSPICIOUS CIRCUMSTANCES,01/01/2017 11:22:58 AM,47.624577,-122.35475
MOTOR VEHICLE COLLISION INVESTIGATION,01/01/2017 11:23:40 AM,47.635952,-122.37035
DISTURBANCES,01/01/2017 11:24:07 PM,47.633057,-122.32583
FALSE ALACAD,01/01/2017 11:24:17 AM,47.70037,-122.3163
SUSPICIOUS CIRCUMSTANCES,01/01/2017 11:31:35 AM,47.647602,-122.3473
MOTOR VEHICLE COLLISION INVESTIGATION,01/01/2017 11:35:22 AM,47.705055,-122.34739
AUTO THEFTS,01/01/2017 11:35:52 PM,47.70593,-122.33193
AUTO THEFTS,01/01/2017 11:37:18 AM,47.675804,-122.314354
DISTURBANCES,01/01/2017 11:40:49 PM,47.61296,-122.32076
SUSPICIOUS CIRCUMSTANCES,01/01/2017 11:41:35 AM,47.656876,-122.316696
PERSON DOWN/INJURY,01/01/2017 11:45:18 AM,47.663662,-122.37632
MOTOR VEHICLE COLLISION INVESTIGATION,01/01/2017 11:46:02 AM,47.705063,-122.34872
TRAFFIC RELATED CALLS,01/01/2017 11:51:05 AM,47.662167,-122.310844
TRESPASS,01/01/2017 11:52:58 PM,47.61237,-122.334816
DISTURBANCES,01/01/2017 11:59:47 AM,47.657574,-122.313225
DISTURBANCES,01/01/2017 12:00:05 PM,47.6974,-122.2827
BURGLARY,01/01/2017 12:01:27 PM,47.674885,-122.29026
DISTURBANCES,01/01/2017 12:01:52 AM,47.61299,-122.34586
SUSPICIOUS CIRCUMSTANCES,01/01/2017 12:03:08 AM,47.70402,-122.31912
MOTOR VEHICLE COLLISION INVESTIGATION,01/01/2017 12:05:12 PM,47.693275,-122.343475
SUSPICIOUS CIRCUMSTANCES,01/01/2017 12:08:53 PM,47.662685,-122.39404
CAR PROWL,01/01/2017 12:13:26 PM,47.671562,-122.34367
BURGLARY,01/01/2017 12:14:53 AM,47.620483,-122.32221
TRAFFIC RELATED CALLS,01/01/2017 12:15:36 PM,47.636154,-122.32269
TRESPASS,01/01/2017 12:18:04 PM,47.610447,-122.33613
DISTURBANCES,01/01/2017 12:18:15 AM,47.68787,-122.32297
DISTURBANCES,01/01/2017 12:18:55 AM,47.609814,-122.34288
TRAFFIC RELATED CALLS,01/01/2017 12:21:41 AM,47.66126,-122.312
DISTURBANCES,01/01/2017 12:21:49 AM,47.689667,-122.3768
"PROPERTY - MISSING, FOUND",01/01/2017 12:23:04 PM,47.614685,-122.31685
DISTURBANCES,01/01/2017 12:25:26 PM,47.611904,-122.33593
BURGLARY,01/01/2017 12:26:42 PM,47.657917,-122.316666
FALSE ALACAD,01/01/2017 12:27:17 AM,47.684025,-122.318596
SUSPICIOUS CIRCUMSTANCES,01/01/2017 12:27:37 PM,47.668053,-122.357376
SUSPICIOUS CIRCUMSTANCES,01/01/2017 12:29:45 AM,47.630157,-122.34494
LIQUOR VIOLATIONS,01/01/2017 12:29:51 AM,47.620907,-122.3476
DISTURBANCES,01/01/2017 12:33:19 AM,47.606342,-122.32075
DISTURBANCES,01/01/2017 12:33:51 AM,47.705685,-122.30327
TRAFFIC RELATED CALLS,01/01/2017 12:34:54 AM,47.664974,-122.32286
DISTURBANCES,01/01/2017 12:35:52 AM,47.657764,-122.36293
OTHER PROPERTY,01/01/2017 12:37:19 PM,47.66809,-122.354416
DISTURBANCES,01/01/2017 12:40:48 AM,47.60621,-122.32075
SUSPICIOUS CIRCUMSTANCES,01/01/2017 12:41:10 AM,47.66129,-122.31601
FALSE ALACAD,01/01/2017 12:42:31 AM,47.704407,-122.30971
"NUISANCE, MISCHIEF",01/01/2017 12:44:25 PM,47.65849,-122.319786
TRAFFIC RELATED CALLS,01/01/2017 12:47:34 AM,47.60806,-122.31678
DISTURBANCES,01/01/2017 12:47:58 PM,47.670914,-122.38616
NARCOTICS COMPLAINTS,01/01/2017 12:50:57 AM,47.617783,-122.327866
LIQUOR VIOLATIONS,01/01/2017 12:54:21 AM,47.608326,-122.33956
FALSE ALACAD,01/01/2017 12:57:40 PM,47.69979,-122.35405
"PERSONS - LOST, FOUND, MISSING",01/01/2017 12:58:37 AM,47.61802,-122.34445
TRAFFIC RELATED CALLS,01/01/2017 12:58:57 AM,47.657513,-122.3178
TRESPASS,01/02/2017 01:01:19 AM,47.668663,-122.37621
TRAFFIC RELATED CALLS,01/02/2017 01:03:39 AM,47.65854,-122.38594
MOTOR VEHICLE COLLISION INVESTIGATION,01/02/2017 01:04:00 PM,47.614075,-122.32078
TRESPASS,01/02/2017 01:04:06 AM,47.609516,-122.33835
SUSPICIOUS CIRCUMSTANCES,01/02/2017 01:11:42 AM,47.624603,-122.36259
"NUISANCE, MISCHIEF",01/02/2017 01:12:06 PM,47.66471,-122.36861
FRAUD CALLS,01/02/2017 01:13:57 PM,47.6668,-122.32558
SHOPLIFTING,01/02/2017 01:29:07 PM,47.618244,-122.33844
MOTOR VEHICLE COLLISION INVESTIGATION,01/02/2017 01:30:22 AM,47.68871,-122.336426
SHOPLIFTING,01/02/2017 01:34:41 PM,47.61132,-122.33732
SHOPLIFTING,01/02/2017 01:35:09 PM,47.61132,-122.33732
OTHER PROPERTY,01/02/2017 01:35:31 PM,47.66147,-122.36969
DISTURBANCES,01/02/2017 01:37:30 PM,47.606335,-122.33467
CAR PROWL,01/02/2017 01:39:39 PM,47.61578,-122.32554
FALSE ALACAD,01/02/2017 01:42:14 AM,47.667046,-122.38395
TRAFFIC RELATED CALLS,01/02/2017 01:43:29 PM,47.60733,-122.33865
TRAFFIC RELATED CALLS,01/02/2017 01:46:00 PM,47.612907,-122.31548
CAR PROWL,01/02/2017 01:48:19 PM,47.611607,-122.33335
TRAFFIC RELATED CALLS,01/02/2017 01:49:33 PM,47.619316,-122.303635
SUSPICIOUS CIRCUMSTANCES,01/02/2017 01:51:21 PM,47.625572,-122.3343
DISTURBANCES,01/02/2017 01:52:50 AM,47.60861,-122.29047
"NUISANCE, MISCHIEF",01/02/2017 01:54:36 PM,47.635715,-122.35379
BURGLARY,01/02/2017 01:56:45 PM,47.664013,-122.315254
BURGLARY,01/02/2017 01:56:54 PM,47.665707,-122.377556
BURGLARY,01/02/2017 01:58:01 PM,47.705845,-122.31989
TRESPASS,01/02/2017 02:00:25 PM,47.61237,-122.334816
DISTURBANCES,01/02/2017 02:02:35 AM,47.609318,-122.34047
ASSAULTS,01/02/2017 02:06:01 PM,47.609516,-122.33835
FALSE ALACAD,01/02/2017 02:06:53 AM,47.64861,-122.33391
FALSE ALACAD,01/02/2017 02:07:38 AM,47.613445,-122.34068
PROPERTY DAMAGE,01/02/2017 02:11:40 PM,47.61701,-122.318184
CAR PROWL,01/02/2017 02:15:45 PM,47.654392,-122.34249
SUSPICIOUS CIRCUMSTANCES,01/02/2017 02:16:18 AM,47.662506,-122.35003
SUSPICIOUS CIRCUMSTANCES,01/02/2017 02:18:32 PM,47.619144,-122.34501
AUTO THEFTS,01/02/2017 02:22:04 AM,47.657738,-122.35157
"NUISANCE, MISCHIEF",01/02/2017 02:27:54 PM,47.608788,-122.33845
TRAFFIC RELATED CALLS,01/02/2017 02:28:14 PM,47.657516,-122.32085
DISTURBANCES,01/02/2017 02:31:18 AM,47.61849,-122.33073
TRAFFIC RELATED CALLS,01/02/2017 02:34:56 PM,47.63255,-122.34089
DISTURBANCES,01/02/2017 02:36:23 AM,47.620243,-122.3317
DISTURBANCES,01/02/2017 02:40:08 AM,47.62371,-122.32659
CAR PROWL,01/02/2017 02:41:13 PM,47.685497,-122.34315
TRAFFIC RELATED CALLS,01/02/2017 02:44:07 AM,47.608753,-122.33689
"NUISANCE, MISCHIEF",01/02/2017 02:46:08 PM,47.609283,-122.338905
FRAUD CALLS,01/02/2017 02:49:12 PM,47.69165,-122.344536
LEWD CONDUCT,01/02/2017 02:57:48 PM,47.6104,-122.343475
SUSPICIOUS CIRCUMSTANCES,01/02/2017 02:58:18 PM,47.6617,-122.322945
AUTO THEFTS,01/02/2017 02:58:38 AM,47.63955,-122.31901
BURGLARY,01/02/2017 02:59:38 PM,47.63751,-122.343704
"PERSONS - LOST, FOUND, MISSING",01/02/2017 03:01:37 AM,47.614685,-122.31685
SUSPICIOUS CIRCUMSTANCES,01/02/2017 03:02:24 AM,47.625595,-122.36703
FRAUD CALLS,01/02/2017 03:02:45 AM,47.615227,-122.323944
DISTURBANCES,01/02/2017 03:06:20 PM,47.606834,-122.338196
DISTURBANCES,01/02/2017 03:07:50 AM,47.635002,-122.322395
BEHAVIORAL HEALTH,01/02/2017 03:13:38 PM,47.6534,-122.3402
TRESPASS,01/02/2017 03:17:00 AM,47.612118,-122.3424
ARREST,01/02/2017 03:17:04 AM,47.67669,-122.332405
SUSPICIOUS CIRCUMSTANCES,01/02/2017 03:19:08 AM,47.689243,-122.4018
SUSPICIOUS CIRCUMSTANCES,01/02/2017 03:19:36 AM,47.689114,-122.34452
SUSPICIOUS CIRCUMSTANCES,01/02/2017 03:21:44 PM,47.66292,-122.364
"NUISANCE, MISCHIEF",01/02/2017 03:23:09 AM,47.606335,-122.33467
BEHAVIORAL HEALTH,01/02/2017 03:32:35 PM,47.669,-122.31519
FRAUD CALLS,01/02/2017 03:32:54 PM,47.659042,-122.26933
TRAFFIC RELATED CALLS,01/02/2017 03:33:31 PM,47.606903,-122.34134
TRAFFIC RELATED CALLS,01/02/2017 03:33:33 PM,47.62087,-122.33716
DISTURBANCES,01/02/2017 03:35:25 PM,47.61007,-122.32811
TRESPASS,01/02/2017 03:39:02 AM,47.62256,-122.320915
MOTOR VEHICLE COLLISION INVESTIGATION,01/02/2017 03:44:12 PM,47.670197,-122.39699
LIQUOR VIOLATIONS,01/02/2017 03:45:39 PM,47.614807,-122.346954
CAR PROWL,01/02/2017 03:45:57 PM,47.61621,-122.3394
SUSPICIOUS CIRCUMSTANCES,01/02/2017 03:46:11 AM,47.612175,-122.32543
TRAFFIC RELATED CALLS,01/02/2017 03:46:57 AM,47.66126,-122.312
MOTOR VEHICLE COLLISION INVESTIGATION,01/02/2017 03:47:58 PM,47.61114,-122.334465
MOTOR VEHICLE COLLISION INVESTIGATION,01/02/2017 03:48:20 PM,47.693165,-122.363335
TRESPASS,01/02/2017 03:50:03 PM,47.622555,-122.32787
AUTO THEFTS,01/02/2017 03:50:16 PM,47.65665,-122.345955
"PERSONS - LOST, FOUND, MISSING",01/02/2017 03:50:56 PM,47.608006,-122.30277
TRAFFIC RELATED CALLS,01/02/2017 03:52:24 AM,47.66865,-122.36618
BURGLARY,01/02/2017 03:54:38 PM,47.627155,-122.3469
BURGLARY,01/02/2017 03:55:11 PM,47.627155,-122.3469
MOTOR VEHICLE COLLISION INVESTIGATION,01/02/2017 03:57:17 PM,47.628193,-122.340996
BEHAVIORAL HEALTH,01/02/2017 03:57:48 PM,47.614685,-122.31685
HAZARDS,01/02/2017 03:57:51 PM,47.655365,-122.38991
TRAFFIC RELATED CALLS,01/02/2017 03:58:24 PM,47.700073,-122.344635
SUSPICIOUS CIRCUMSTANCES,01/02/2017 04:09:39 PM,47.67866,-122.37089
PROPERTY DAMAGE,01/02/2017 04:11:33 PM,47.662197,-122.31539
SUSPICIOUS CIRCUMSTANCES,01/02/2017 04:19:25 PM,47.667606,-122.2857
SUSPICIOUS CIRCUMSTANCES,01/02/2017 04:22:28 AM,47.6158,-122.35062
MOTOR VEHICLE COLLISION INVESTIGATION,01/02/2017 04:25:31 PM,47.676693,-122.283585
TRAFFIC RELATED CALLS,01/02/2017 04:27:23 PM,47.619904,-122.32088
HAZARDS,01/02/2017 04:29:09 PM,47.609016,-122.32945
DISTURBANCES,01/02/2017 04:29:18 PM,47.661358,-122.32776
BEHAVIORAL HEALTH,01/02/2017 04:29:46 PM,47.689827,-122.34317
"THREATS, HARASSMENT",01/02/2017 04:29:55 PM,47.609016,-122.32945
BIKE,01/02/2017 04:30:48 PM,47.64745,-122.33392
OTHER PROPERTY,01/02/2017 04:32:41 PM,47.700573,-122.35943
"NUISANCE, MISCHIEF",01/02/2017 04:38:11 PM,47.663662,-122.37632
MOTOR VEHICLE COLLISION INVESTIGATION,01/02/2017 04:38:30 PM,47.68592,-122.383255
BEHAVIORAL HEALTH,01/02/2017 04:38:58 PM,47.70314,-122.32315
FRAUD CALLS,01/02/2017 04:42:57 PM,47.659775,-122.35002
SUSPICIOUS CIRCUMSTANCES,01/02/2017 04:43:30 AM,47.65907,-122.31435
BURGLARY,01/02/2017 04:46:51 PM,47.638382,-122.35625
TRAFFIC RELATED CALLS,01/02/2017 04:46:56 PM,47.610733,-122.343056
FALSE ALACAD,01/02/2017 04:50:39 PM,47.685886,-122.38759
"PROPERTY - MISSING, FOUND",01/02/2017 04:51:19 AM,47.70233,-122.334526
TRESPASS,01/02/2017 04:51:55 AM,47.621407,-122.326584
BURGLARY,01/02/2017 04:52:17 PM,47.664013,-122.315254
FALSE ALACAD,01/02/2017 04:52:25 PM,47.622555,-122.32787
TRAFFIC RELATED CALLS,01/02/2017 04:53:29 PM,47.620464,-122.32308
SUSPICIOUS CIRCUMSTANCES,01/02/2017 04:56:03 AM,47.621407,-122.326584
FALSE ALACAD,01/02/2017 04:59:25 PM,47.64683,-122.39358
DISTURBANCES,01/02/2017 05:00:15 PM,47.671993,-122.37621
FAILURE TO REGISTER (SEX OFFENDER),01/02/2017 05:02:22 PM,47.615864,-122.309494
TRAFFIC RELATED CALLS,01/02/2017 05:07:21 PM,47.616383,-122.33574
BURGLARY,01/02/2017 05:07:30 PM,47.69421,-122.3533
LEWD CONDUCT,01/02/2017 05:11:28 AM,47.618275,-122.34742
SUSPICIOUS CIRCUMSTANCES,01/02/2017 05:13:13 PM,47.660385,-122.31978
DISTURBANCES,01/02/2017 05:16:14 PM,47.656204,-122.312126
BURGLARY,01/02/2017 05:17:51 PM,47.658485,-122.318794
FALSE ALACAD,01/02/2017 05:17:52 AM,47.620342,-122.35283
TRAFFIC RELATED CALLS,01/02/2017 05:19:17 PM,47.690567,-122.396935
CAR PROWL,01/02/2017 05:23:44 PM,47.610382,-122.333
FALSE ALACAD,01/02/2017 05:34:15 PM,47.64861,-122.33391
HAZARDS,01/02/2017 05:35:31 AM,47.60975,-122.33779
TRESPASS,01/02/2017 05:35:32 PM,47.701794,-122.34466
FALSE ALACAD,01/02/2017 05:41:21 AM,47.657333,-122.3326
"NUISANCE, MISCHIEF",01/02/2017 05:41:49 PM,47.648296,-122.3325
BURGLARY,01/02/2017 05:46:43 PM,47.659096,-122.316635
SUSPICIOUS CIRCUMSTANCES,01/02/2017 05:50:01 PM,47.611557,-122.34542
BURGLARY,01/02/2017 05:53:09 PM,47.699165,-122.34463
TRAFFIC RELATED CALLS,01/02/2017 05:54:41 PM,47.610676,-122.33558
HAZARDS,01/02/2017 05:55:15 PM,47.66076,-122.347336
CAR PROWL,01/02/2017 05:56:29 PM,47.658325,-122.40461
DISTURBANCES,01/02/2017 05:59:47 PM,47.624577,-122.35541
SUSPICIOUS CIRCUMSTANCES,01/02/2017 05:59:49 AM,47.614056,-122.322754
TRESPASS,01/02/2017 06:00:52 PM,47.609253,-122.33734
MOTOR VEHICLE COLLISION INVESTIGATION,01/02/2017 06:00:55 PM,47.61761,-122.31014
BURGLARY,01/02/2017 06:01:06 PM,47.655212,-122.3257
AUTO THEFTS,01/02/2017 06:02:30 PM,47.678604,-122.38644
SHOPLIFTING,01/02/2017 06:07:44 PM,47.61132,-122.33732
CAR PROWL,01/02/2017 06:10:32 PM,47.612103,-122.33381
FALSE ALACAD,01/02/2017 06:12:36 AM,47.702194,-122.35675
FALSE ALACAD,01/02/2017 06:12:40 PM,47.63613,-122.34953
BEHAVIORAL HEALTH,01/02/2017 06:16:10 PM,47.630005,-122.35661
NARCOTICS COMPLAINTS,01/02/2017 06:18:51 PM,47.61163,-122.33959
MOTOR VEHICLE COLLISION INVESTIGATION,01/02/2017 06:19:19 PM,47.62211,-122.35673
LIQUOR VIOLATIONS,01/02/2017 06:19:29 PM,47.614666,-122.31946
OTHER PROPERTY,01/02/2017 06:19:47 PM,47.66147,-122.36969
MOTOR VEHICLE COLLISION INVESTIGATION,01/02/2017 06:19:56 PM,47.674206,-122.36078
MOTOR VEHICLE COLLISION INVESTIGATION,01/02/2017 06:32:46 PM,47.62256,-122.320915
SUSPICIOUS CIRCUMSTANCES,01/02/2017 06:42:33 PM,47.621403,-122.327866
DISTURBANCES,01/02/2017 06:46:02 PM,47.615234,-122.3208
TRESPASS,01/02/2017 06:46:49 PM,47.619274,-122.32483
"PROPERTY - MISSING, FOUND",01/02/2017 06:47:46 PM,47.66352,-122.303154
LIQUOR VIOLATIONS,01/02/2017 06:48:00 PM,47.615887,-122.337875
LIQUOR VIOLATIONS,01/02/2017 06:48:20 PM,47.614666,-122.31946
PROPERTY DAMAGE,01/02/2017 06:48:23 PM,47.69671,-122.341896
TRAFFIC RELATED CALLS,01/02/2017 06:49:11 PM,47.652813,-122.35129
SHOPLIFTING,01/02/2017 06:54:34 PM,47.623936,-122.35802
NARCOTICS COMPLAINTS,01/02/2017 06:55:26 PM,47.61409,-122.318794
ASSAULTS,01/02/2017 06:55:58 PM,47.608017,-122.322395
PROPERTY DAMAGE,01/02/2017 06:57:07 PM,47.624577,-122.35475
MOTOR VEHICLE COLLISION INVESTIGATION,01/02/2017 07:00:29 PM,47.689644,-122.317604
ARREST,01/02/2017 07:01:17 AM,47.61699,-122.32082
DISTURBANCES,01/02/2017 07:01:34 PM,47.655018,-122.35259
MOTOR VEHICLE COLLISION INVESTIGATION,01/02/2017 07:06:42 AM,47.66852,-122.29851
CAR PROWL,01/02/2017 07:10:01 PM,47.632835,-122.396065
OTHER PROPERTY,01/02/2017 07:11:34 PM,47.665684,-122.31632
FRAUD CALLS,01/02/2017 07:12:31 PM,47.608723,-122.34063
MOTOR VEHICLE COLLISION INVESTIGATION,01/02/2017 07:12:49 PM,47.60922,-122.33578
SUSPICIOUS CIRCUMSTANCES,01/02/2017 07:12:56 PM,47.644253,-122.382065
SUSPICIOUS CIRCUMSTANCES,01/02/2017 07:14:21 PM,47.693317,-122.35533
"THREATS, HARASSMENT",01/02/2017 07:15:13 AM,47.66568,-122.31523
PROPERTY DAMAGE,01/02/2017 07:15:16 PM,47.705917,-122.315506
BURGLARY,01/02/2017 07:18:42 PM,47.658485,-122.318794
MOTOR VEHICLE COLLISION INVESTIGATION,01/02/2017 07:21:07 PM,47.683044,-122.306694
SUSPICIOUS CIRCUMSTANCES,01/02/2017 07:21:43 PM,47.663994,-122.277336
BURGLARY,01/02/2017 07:25:46 PM,47.61578,-122.32554
OTHER PROPERTY,01/02/2017 07:28:44 PM,47.618183,-122.3169
"PERSONS - LOST, FOUND, MISSING",01/02/2017 07:31:55 PM,47.63395,-122.27715
SUSPICIOUS CIRCUMSTANCES,01/02/2017 07:34:50 PM,47.60826,-122.33643
TRESPASS,01/02/2017 07:35:42 PM,47.62049,-122.320885
MISCELLANEOUS MISDEMEANORS,01/02/2017 07:37:10 AM,47.61858,-122.34964
TRESPASS,01/02/2017 07:38:50 AM,47.62256,-122.320915
TRAFFIC RELATED CALLS,01/02/2017 07:42:17 PM,47.615273,-122.31016
ROBBERY,01/02/2017 07:42:30 PM,47.61132,-122.33732
TRAFFIC RELATED CALLS,01/02/2017 07:45:17 PM,47.643974,-122.35278
FALSE ALACAD,01/02/2017 07:45:54 AM,47.62483,-122.30731
BEHAVIORAL HEALTH,01/02/2017 07:53:26 PM,47.616055,-122.33617
TRAFFIC RELATED CALLS,01/02/2017 07:56:07 PM,47.69201,-122.34454
DISTURBANCES,01/02/2017 07:56:07 PM,47.66218,-122.31312
FALSE ALACAD,01/02/2017 08:00:11 PM,47.68172,-122.26701
TRESPASS,01/02/2017 08:01:14 AM,47.619274,-122.32483
TRESPASS,01/02/2017 08:01:30 AM,47.608017,-122.322395
SHOPLIFTING,01/02/2017 08:05:42 PM,47.619663,-122.33427
FALSE ALACAD,01/02/2017 08:10:32 PM,47.61733,-122.33337
DISTURBANCES,01/02/2017 08:12:16 PM,47.61411,-122.31147
CAR PROWL,01/02/2017 08:12:45 AM,47.62381,-122.306
SUSPICIOUS CIRCUMSTANCES,01/02/2017 08:14:57 PM,47.606834,-122.316124
OTHER PROPERTY,01/02/2017 08:21:23 PM,47.670433,-122.27804
SUSPICIOUS CIRCUMSTANCES,01/02/2017 08:26:53 PM,47.618084,-122.30416
SHOPLIFTING,01/02/2017 08:28:27 PM,47.62256,-122.320915
SUSPICIOUS CIRCUMSTANCES,01/02/2017 08:29:52 PM,47.633057,-122.32583
"PERSONS - LOST, FOUND, MISSING",01/02/2017 08:30:20 PM,47.68041,-122.38754
TRESPASS,01/02/2017 08:35:25 PM,47.61171,-122.33144
TRAFFIC RELATED CALLS,01/02/2017 08:35:48 AM,47.613495,-122.31679
CAR PROWL,01/02/2017 08:37:06 PM,47.623817,-122.3073
PROPERTY DAMAGE,01/02/2017 08:37:59 PM,47.663963,-122.30651
TRAFFIC RELATED CALLS,01/02/2017 08:38:44 PM,47.618347,-122.348976
CAR PROWL,01/02/2017 08:42:35 PM,47.63587,-122.325584
TRESPASS,01/02/2017 08:45:49 AM,47.62256,-122.320915
BEHAVIORAL HEALTH,01/02/2017 08:47:03 AM,47.61829,-122.30257
DISTURBANCES,01/02/2017 08:58:28 PM,47.705048,-122.344696
DISTURBANCES,01/02/2017 08:59:48 AM,47.62287,-122.29986
CAR PROWL,01/02/2017 09:03:14 PM,47.66809,-122.354416
ARREST,01/02/2017 09:05:01 PM,47.610973,-122.33815
DISTURBANCES,01/02/2017 09:06:49 PM,47.692417,-122.35532
TRAFFIC RELATED CALLS,01/02/2017 09:07:27 AM,47.657738,-122.34733
ARREST,01/02/2017 09:08:30 AM,47.61775,-122.323975
SUSPICIOUS CIRCUMSTANCES,01/02/2017 09:09:05 AM,47.63089,-122.36051
FRAUD CALLS,01/02/2017 09:09:28 AM,47.678303,-122.355316
TRAFFIC RELATED CALLS,01/02/2017 09:16:52 AM,47.614452,-122.33365
TRAFFIC RELATED CALLS,01/02/2017 09:17:17 PM,47.69256,-122.30561
DISTURBANCES,01/02/2017 09:17:57 PM,47.690575,-122.387596
TRAFFIC RELATED CALLS,01/02/2017 09:19:36 PM,47.659794,-122.31317
SUSPICIOUS CIRCUMSTANCES,01/02/2017 09:19:37 PM,47.70324,-122.34467
FALSE ALACAD,01/02/2017 09:20:42 AM,47.611176,-122.33603
TRAFFIC RELATED CALLS,01/02/2017 09:21:46 PM,47.612473,-122.328
TRAFFIC RELATED CALLS,01/02/2017 09:22:57 PM,47.661385,-122.34215
DISTURBANCES,01/02/2017 09:23:07 AM,47.611732,-122.34176
DISTURBANCES,01/02/2017 09:23:44 PM,47.612663,-122.337395
FRAUD CALLS,01/02/2017 09:23:49 PM,47.61619,-122.34929
DISTURBANCES,01/02/2017 09:24:16 PM,47.60786,-122.34067
TRESPASS,01/02/2017 09:25:28 PM,47.660534,-122.31315
TRAFFIC RELATED CALLS,01/02/2017 09:26:24 AM,47.689114,-122.348564
TRAFFIC RELATED CALLS,01/02/2017 09:26:32 PM,47.61313,-122.33629
BURGLARY,01/02/2017 09:28:27 PM,47.6737,-122.397026
TRESPASS,01/02/2017 09:30:41 PM,47.613445,-122.34068
AUTO THEFTS,01/02/2017 09:34:52 AM,47.68937,-122.309525
SUSPICIOUS CIRCUMSTANCES,01/02/2017 09:35:46 AM,47.693325,-122.377884
TRAFFIC RELATED CALLS,01/02/2017 09:36:02 PM,47.61163,-122.33959
NARCOTICS COMPLAINTS,01/02/2017 09:36:19 AM,47.63725,-122.31902
TRESPASS,01/02/2017 09:36:51 AM,47.657574,-122.313225
AUTO THEFTS,01/02/2017 09:38:29 PM,47.690617,-122.359314
SUSPICIOUS CIRCUMSTANCES,01/02/2017 09:47:18 AM,47.701115,-122.273605
SHOPLIFTING,01/02/2017 09:48:43 PM,47.663322,-122.29841
TRAFFIC RELATED CALLS,01/02/2017 09:50:36 AM,47.619648,-122.325294
CAR PROWL,01/02/2017 09:51:13 PM,47.654392,-122.34249
FALSE ALACAD,01/02/2017 09:53:01 AM,47.67671,-122.30654
BURGLARY,01/02/2017 09:53:56 PM,47.667507,-122.3163
DISTURBANCES,01/02/2017 09:56:29 PM,47.669235,-122.275764
TRAFFIC RELATED CALLS,01/02/2017 09:57:52 PM,47.672367,-122.38055
DISTURBANCES,01/02/2017 09:58:37 AM,47.612137,-122.33537
TRAFFIC RELATED CALLS,01/02/2017 09:58:45 AM,47.669468,-122.39699
TRAFFIC RELATED CALLS,01/02/2017 09:59:11 AM,47.661003,-122.34457
TRESPASS,01/02/2017 10:10:03 AM,47.61909,-122.31274
LIQUOR VIOLATIONS,01/02/2017 10:16:14 PM,47.610676,-122.33558
LIQUOR VIOLATIONS,01/02/2017 10:16:29 PM,47.620922,-122.35152
PERSON DOWN/INJURY,01/02/2017 10:16:51 AM,47.62327,-122.35411
CAR PROWL,01/02/2017 10:21:04 AM,47.665764,-122.289055
DISTURBANCES,01/02/2017 10:21:30 PM,47.605785,-122.324196
TRAFFIC RELATED CALLS,01/02/2017 10:23:18 PM,47.624546,-122.337135
TRAFFIC RELATED CALLS,01/02/2017 10:23:30 PM,47.643192,-122.319595
LIQUOR VIOLATIONS,01/02/2017 10:26:28 PM,47.610676,-122.33558
FALSE ALACAD,01/02/2017 10:27:44 PM,47.622665,-122.297386
CAR PROWL,01/02/2017 10:29:53 PM,47.609653,-122.3331
TRAFFIC RELATED CALLS,01/02/2017 10:33:50 AM,47.615868,-122.314255
FALSE ALACAD,01/02/2017 10:39:03 AM,47.605053,-122.33656
SUSPICIOUS CIRCUMSTANCES,01/02/2017 10:44:13 PM,47.682224,-122.388695
SUSPICIOUS CIRCUMSTANCES,01/02/2017 10:50:27 AM,47.610874,-122.325005
TRAFFIC RELATED CALLS,01/02/2017 10:51:18 PM,47.66645,-122.32709
AUTO THEFTS,01/02/2017 10:51:46 AM,47.642334,-122.35824
NARCOTICS COMPLAINTS,01/02/2017 10:52:02 AM,47.616055,-122.33617
SUSPICIOUS CIRCUMSTANCES,01/02/2017 10:55:27 PM,47.66592,-122.29676
BURGLARY,01/02/2017 10:55:28 AM,47.630455,-122.35987
CAR PROWL,01/02/2017 10:59:03 AM,47.62049,-122.30874
"NUISANCE, MISCHIEF",01/02/2017 11:09:42 AM,47.61002,-122.34282
TRAFFIC RELATED CALLS,01/02/2017 11:11:54 PM,47.661293,-122.31658
PROPERTY DAMAGE,01/02/2017 11:19:45 AM,47.61289,-122.343704
TRESPASS,01/02/2017 11:20:29 AM,47.609516,-122.33835
BURGLARY,01/02/2017 11:21:52 AM,47.662167,-122.310844
"PROPERTY - MISSING, FOUND",01/02/2017 11:22:47 AM,47.689114,-122.35126
TRESPASS,01/02/2017 11:23:56 PM,47.614666,-122.31946
AUTO THEFTS,01/02/2017 11:24:09 AM,47.665764,-122.289055
SUSPICIOUS CIRCUMSTANCES,01/02/2017 11:25:44 PM,47.615242,-122.319466
"PROPERTY - MISSING, FOUND",01/02/2017 11:29:24 AM,47.619038,-122.32785
SUSPICIOUS CIRCUMSTANCES,01/02/2017 11:29:45 PM,47.657757,-122.36475
DISTURBANCES,01/02/2017 11:32:08 PM,47.611706,-122.33805
LIQUOR VIOLATIONS,01/02/2017 11:33:13 PM,47.62093,-122.35413
SUSPICIOUS CIRCUMSTANCES,01/02/2017 11:34:03 PM,47.605373,-122.33226
SUSPICIOUS CIRCUMSTANCES,01/02/2017 11:36:16 PM,47.60975,-122.33779
AUTO THEFTS,01/02/2017 11:38:33 AM,47.610386,-122.315445
