Event.Clearance.Group,Event.Clearance.Date,Latitude,Longitude
MOTOR VEHICLE COLLISION INVESTIGATION,01/04/2017 04:17:33 AM,47.665035,-122.333725
FALSE ALACAD,01/04/2017 04:18:06 AM,47.60972,-122.33623
FALSE ALACAD,01/04/2017 04:23:40 AM,47.66867,-122.37815
FRAUD CALLS,01/04/2017 04:26:45 PM,47.66077,-122.32404
SUSPICIOUS CIRCUMSTANCES,01/04/2017 04:31:30 AM,47.671562,-122.34367
MOTOR VEHICLE COLLISION INVESTIGATION,01/04/2017 04:41:19 PM,47.668663,-122.37359
TRAFFIC RELATED CALLS,01/04/2017 04:45:32 PM,47.699787,-122.3554
CAR PROWL,01/04/2017 04:48:13 PM,47.612606,-122.345215
HAZARDS,01/04/2017 04:51:37 PM,47.640713,-122.29434
DISTURBANCES,01/04/2017 04:55:48 PM,47.69152,-122.37681
DISTURBANCES,01/04/2017 04:57:07 PM,47.674984,-122.31803
PROWLER,01/04/2017 04:58:23 AM,47.652954,-122.352356
TRESPASS,01/04/2017 04:59:26 AM,47.620483,-122.32221
TRAFFIC RELATED CALLS,01/04/2017 04:59:55 PM,47.626736,-122.361916
FALSE ALACAD,01/04/2017 05:02:27 PM,47.629593,-122.362465
MOTOR VEHICLE COLLISION INVESTIGATION,01/04/2017 05:03:28 PM,47.624546,-122.34235
TRAFFIC RELATED CALLS,01/04/2017 05:04:21 PM,47.683952,-122.29266
DISTURBANCES,01/04/2017 05:04:36 PM,47.68678,-122.390854
TRESPASS,01/04/2017 05:05:46 PM,47.66868,-122.38556
DISTURBANCES,01/04/2017 05:07:34 PM,47.623123,-122.33044
DISTURBANCES,01/04/2017 05:08:03 PM,47.623714,-122.33428
PROPERTY DAMAGE,01/04/2017 05:11:17 PM,47.623695,-122.33172
TRAFFIC RELATED CALLS,01/04/2017 05:12:56 AM,47.61927,-122.35926
TRESPASS,01/04/2017 05:15:18 AM,47.612103,-122.33381
SUSPICIOUS CIRCUMSTANCES,01/04/2017 05:18:01 PM,47.695957,-122.3365
TRESPASS,01/04/2017 05:18:42 PM,47.606445,-122.33324
MOTOR VEHICLE COLLISION INVESTIGATION,01/04/2017 05:21:22 PM,47.663994,-122.30545
SUSPICIOUS CIRCUMSTANCES,01/04/2017 05:22:17 PM,47.67057,-122.27252
FALSE ALACAD,01/04/2017 05:25:49 AM,47.63593,-122.32755
"PROPERTY - MISSING, FOUND",01/04/2017 05:27:30 PM,47.697784,-122.33762
TRAFFIC RELATED CALLS,01/04/2017 05:27:36 PM,47.621998,-122.33428
ARREST,01/04/2017 05:27:38 AM,47.621075,-122.32089
TRAFFIC RELATED CALLS,01/04/2017 05:27:46 AM,47.625595,-122.36703
ARREST,01/04/2017 05:28:13 AM,47.662933,-122.37632
TRAFFIC RELATED CALLS,01/04/2017 05:28:36 PM,47.612568,-122.332695
SUSPICIOUS CIRCUMSTANCES,01/04/2017 05:29:25 PM,47.669006,-122.28214
TRAFFIC RELATED CALLS,01/04/2017 05:30:02 PM,47.66489,-122.311935
TRAFFIC RELATED CALLS,01/04/2017 05:31:40 PM,47.66126,-122.312
LIQUOR VIOLATIONS,01/04/2017 05:33:19 AM,47.61278,-122.341545
DISTURBANCES,01/04/2017 05:35:52 PM,47.623123,-122.33044
"THREATS, HARASSMENT",01/04/2017 05:35:56 PM,47.704,-122.35544
"NUISANCE, MISCHIEF",01/04/2017 05:36:03 PM,47.61167,-122.33649
TRAFFIC RELATED CALLS,01/04/2017 05:36:08 PM,47.612938,-122.296196
DISTURBANCES,01/04/2017 05:36:15 PM,47.62029,-122.33847
TRAFFIC RELATED CALLS,01/04/2017 05:38:40 AM,47.62766,-122.36982
TRESPASS,01/04/2017 05:41:00 AM,47.620243,-122.325294
"THREATS, HARASSMENT",01/04/2017 05:46:39 PM,47.60572,-122.32075
MOTOR VEHICLE COLLISION INVESTIGATION,01/04/2017 05:46:45 PM,47.610035,-122.32347
NARCOTICS COMPLAINTS,01/04/2017 05:47:15 AM,47.66077,-122.32404
TRESPASS,01/04/2017 05:48:03 PM,47.622623,-122.33845
TRAFFIC RELATED CALLS,01/04/2017 05:50:41 PM,47.613934,-122.34349
BURGLARY,01/04/2017 05:53:34 AM,47.65907,-122.31435
PROPERTY DAMAGE,01/04/2017 05:53:41 PM,47.605305,-122.32299
"PERSONS - LOST, FOUND, MISSING",01/04/2017 05:55:45 PM,47.612053,-122.32455
TRAFFIC RELATED CALLS,01/04/2017 05:56:51 PM,47.607407,-122.33565
DISTURBANCES,01/04/2017 05:58:20 PM,47.623104,-122.31313
NARCOTICS COMPLAINTS,01/04/2017 06:05:24 AM,47.618286,-122.340935
"PROPERTY - MISSING, FOUND",01/04/2017 06:05:34 PM,47.614105,-122.31683
FRAUD CALLS,01/04/2017 06:05:50 PM,47.618183,-122.3169
TRESPASS,01/04/2017 06:05:52 AM,47.626663,-122.327385
"PROPERTY - MISSING, FOUND",01/04/2017 06:06:11 PM,47.614685,-122.31685
FALSE ALACAD,01/04/2017 06:07:35 PM,47.68475,-122.35386
ASSAULTS,01/04/2017 06:10:52 PM,47.609406,-122.33215
MOTOR VEHICLE COLLISION INVESTIGATION,01/04/2017 06:17:41 PM,47.606018,-122.32365
DISTURBANCES,01/04/2017 06:20:17 AM,47.612263,-122.30142
FALSE ALACAD,01/04/2017 06:21:33 PM,47.63288,-122.326935
FALSE ALACAD,01/04/2017 06:22:53 AM,47.656746,-122.34237
NARCOTICS COMPLAINTS,01/04/2017 06:27:30 PM,47.610973,-122.33815
MOTOR VEHICLE COLLISION INVESTIGATION,01/04/2017 06:30:04 PM,47.612713,-122.347374
ARREST,01/04/2017 06:32:04 PM,47.65518,-122.36233
DISTURBANCES,01/04/2017 06:33:44 AM,47.615337,-122.335945
LIQUOR VIOLATIONS,01/04/2017 06:34:04 PM,47.615818,-122.32081
SHOPLIFTING,01/04/2017 06:35:23 PM,47.616856,-122.348434
CAR PROWL,01/04/2017 06:38:02 PM,47.629654,-122.32861
TRAFFIC RELATED CALLS,01/04/2017 06:43:56 PM,47.652245,-122.35448
OTHER PROPERTY,01/04/2017 06:45:07 AM,47.68246,-122.34448
FRAUD CALLS,01/04/2017 06:46:22 PM,47.705074,-122.3521
DISTURBANCES,01/04/2017 06:46:29 PM,47.62054,-122.31432
DISTURBANCES,01/04/2017 06:47:01 PM,47.615303,-122.29943
TRAFFIC RELATED CALLS,01/04/2017 06:49:28 AM,47.61523,-122.32342
MOTOR VEHICLE COLLISION INVESTIGATION,01/04/2017 06:49:33 PM,47.609158,-122.33264
DISTURBANCES,01/04/2017 06:49:34 PM,47.622562,-122.322014
TRAFFIC RELATED CALLS,01/04/2017 06:50:03 PM,47.613895,-122.314224
AUTO THEFTS,01/04/2017 06:52:31 PM,47.705963,-122.343346
MOTOR VEHICLE COLLISION INVESTIGATION,01/04/2017 06:58:53 PM,47.679546,-122.36602
FRAUD CALLS,01/04/2017 06:59:16 PM,47.677532,-122.32779
SUSPICIOUS CIRCUMSTANCES,01/04/2017 06:59:38 PM,47.69787,-122.36671
FALSE ALACAD,01/04/2017 07:04:56 AM,47.60972,-122.33623
TRAFFIC RELATED CALLS,01/04/2017 07:07:36 AM,47.6108,-122.301445
TRAFFIC RELATED CALLS,01/04/2017 07:09:36 PM,47.609802,-122.324036
CAR PROWL,01/04/2017 07:12:49 PM,47.66189,-122.3009
TRAFFIC RELATED CALLS,01/04/2017 07:13:01 PM,47.626076,-122.319145
TRESPASS,01/04/2017 07:16:21 PM,47.662197,-122.31539
DISTURBANCES,01/04/2017 07:17:19 PM,47.68694,-122.3553
BURGLARY,01/04/2017 07:17:28 PM,47.680775,-122.26958
MOTOR VEHICLE COLLISION INVESTIGATION,01/04/2017 07:19:04 PM,47.690613,-122.375465
TRESPASS,01/04/2017 07:19:46 PM,47.61775,-122.323975
MISCELLANEOUS MISDEMEANORS,01/04/2017 07:21:20 AM,47.610973,-122.33815
BEHAVIORAL HEALTH,01/04/2017 07:21:34 PM,47.619076,-122.324005
DISTURBANCES,01/04/2017 07:23:47 PM,47.615288,-122.31277
FRAUD CALLS,01/04/2017 07:29:06 PM,47.663963,-122.30834
FRAUD CALLS,01/04/2017 07:29:56 PM,47.60621,-122.32008
FRAUD CALLS,01/04/2017 07:36:52 PM,47.618755,-122.31887
TRAFFIC RELATED CALLS,01/04/2017 07:38:57 AM,47.655163,-122.374916
CAR PROWL,01/04/2017 07:41:40 PM,47.613758,-122.34716
BURGLARY,01/04/2017 07:42:18 PM,47.620354,-122.306046
MISCELLANEOUS MISDEMEANORS,01/04/2017 07:42:38 AM,47.61268,-122.33127
TRESPASS,01/04/2017 07:42:58 PM,47.613438,-122.32736
DISTURBANCES,01/04/2017 07:47:25 PM,47.66783,-122.38349
DISTURBANCES,01/04/2017 07:47:51 PM,47.624268,-122.33301
SUSPICIOUS CIRCUMSTANCES,01/04/2017 07:48:16 PM,47.61996,-122.31391
"PROPERTY - MISSING, FOUND",01/04/2017 07:49:23 PM,47.62083,-122.32594
MOTOR VEHICLE COLLISION INVESTIGATION,01/04/2017 07:57:51 PM,47.61849,-122.33073
BIKE,01/04/2017 07:59:40 PM,47.668663,-122.37621
"THREATS, HARASSMENT",01/04/2017 08:00:06 PM,47.690567,-122.34586
TRAFFIC RELATED CALLS,01/04/2017 08:00:10 PM,47.620934,-122.35543
TRESPASS,01/04/2017 08:02:03 AM,47.621407,-122.326584
SUSPICIOUS CIRCUMSTANCES,01/04/2017 08:07:04 PM,47.62428,-122.32788
TRAFFIC RELATED CALLS,01/04/2017 08:08:50 AM,47.609795,-122.312836
FRAUD CALLS,01/04/2017 08:08:55 PM,47.667965,-122.38089
PROWLER,01/04/2017 08:10:15 AM,47.616104,-122.33724
TRAFFIC RELATED CALLS,01/04/2017 08:10:48 PM,47.615868,-122.314255
TRAFFIC RELATED CALLS,01/04/2017 08:10:57 PM,47.619316,-122.303635
TRAFFIC RELATED CALLS,01/04/2017 08:15:15 PM,47.647602,-122.3473
"PROPERTY - MISSING, FOUND",01/04/2017 08:18:46 AM,47.67396,-122.300644
DISTURBANCES,01/04/2017 08:19:47 PM,47.606163,-122.30764
DISTURBANCES,01/04/2017 08:21:14 PM,47.66124,-122.297226
TRAFFIC RELATED CALLS,01/04/2017 08:21:32 AM,47.615788,-122.32448
OTHER PROPERTY,01/04/2017 08:22:58 PM,47.66488,-122.31024
DISTURBANCES,01/04/2017 08:23:50 PM,47.60975,-122.33779
DISTURBANCES,01/04/2017 08:26:01 PM,47.606445,-122.33324
MOTOR VEHICLE COLLISION INVESTIGATION,01/04/2017 08:26:14 PM,47.654087,-122.343506
MOTOR VEHICLE COLLISION INVESTIGATION,01/04/2017 08:27:37 PM,47.698677,-122.33505
CAR PROWL,01/04/2017 08:27:39 PM,47.618565,-122.34631
BURGLARY,01/04/2017 08:37:30 PM,47.70133,-122.32369
TRAFFIC RELATED CALLS,01/04/2017 08:39:34 AM,47.607407,-122.33565
FALSE ALACAD,01/04/2017 08:44:34 PM,47.624588,-122.358665
OTHER PROPERTY,01/04/2017 08:45:10 AM,47.695488,-122.30418
DISTURBANCES,01/04/2017 08:46:24 PM,47.615044,-122.31146
"PROPERTY - MISSING, FOUND",01/04/2017 08:49:04 PM,47.620243,-122.325294
"PROPERTY - MISSING, FOUND",01/04/2017 08:49:29 PM,47.622566,-122.32403
BEHAVIORAL HEALTH,01/04/2017 08:50:45 PM,47.619934,-122.31693
OTHER PROPERTY,01/04/2017 08:50:59 PM,47.616856,-122.348434
TRESPASS,01/04/2017 08:51:05 PM,47.61775,-122.323975
OTHER PROPERTY,01/04/2017 08:52:12 AM,47.61079,-122.298836
OTHER PROPERTY,01/04/2017 08:53:12 PM,47.622566,-122.32403
TRAFFIC RELATED CALLS,01/04/2017 08:53:28 PM,47.61764,-122.33984
ASSAULTS,01/04/2017 08:55:30 AM,47.624275,-122.330444
SUSPICIOUS CIRCUMSTANCES,01/04/2017 08:58:39 PM,47.668533,-122.30714
TRAFFIC RELATED CALLS,01/04/2017 08:59:27 AM,47.705044,-122.34065
TRESPASS,01/04/2017 09:00:38 PM,47.60694,-122.33676
TRAFFIC RELATED CALLS,01/04/2017 09:00:55 AM,47.64652,-122.32519
TRAFFIC RELATED CALLS,01/04/2017 09:01:26 AM,47.6323,-122.342285
MOTOR VEHICLE COLLISION INVESTIGATION,01/04/2017 09:05:22 AM,47.624596,-122.35998
TRAFFIC RELATED CALLS,01/04/2017 09:06:47 PM,47.686916,-122.33641
TRAFFIC RELATED CALLS,01/04/2017 09:12:16 PM,47.610962,-122.340454
TRAFFIC RELATED CALLS,01/04/2017 09:12:56 PM,47.610394,-122.31678
DISTURBANCES,01/04/2017 09:16:18 AM,47.657574,-122.313225
"NUISANCE, MISCHIEF",01/04/2017 09:16:30 AM,47.67844,-122.32716
SUSPICIOUS CIRCUMSTANCES,01/04/2017 09:17:00 AM,47.664898,-122.31307
CAR PROWL,01/04/2017 09:17:29 PM,47.63535,-122.356964
TRESPASS,01/04/2017 09:19:45 PM,47.660534,-122.31315
HAZARDS,01/04/2017 09:20:35 AM,47.647514,-122.38596
TRAFFIC RELATED CALLS,01/04/2017 09:21:22 AM,47.681053,-122.35124
ASSAULTS,01/04/2017 09:29:39 AM,47.66982,-122.38474
"PROPERTY - MISSING, FOUND",01/04/2017 09:32:16 AM,47.613525,-122.322105
DISTURBANCES,01/04/2017 09:32:58 AM,47.66905,-122.30385
SUSPICIOUS CIRCUMSTANCES,01/04/2017 09:35:50 PM,47.697906,-122.371414
TRAFFIC RELATED CALLS,01/04/2017 09:37:41 PM,47.705082,-122.35545
SUSPICIOUS CIRCUMSTANCES,01/04/2017 09:41:22 AM,47.637825,-122.31902
TRAFFIC RELATED CALLS,01/04/2017 09:41:54 AM,47.670906,-122.38055
MOTOR VEHICLE COLLISION INVESTIGATION,01/04/2017 09:42:28 PM,47.606087,-122.33291
SUSPICIOUS CIRCUMSTANCES,01/04/2017 09:43:05 AM,47.69145,-122.34131
CAR PROWL,01/04/2017 09:49:53 PM,47.608196,-122.33022
ROBBERY,01/04/2017 09:50:09 PM,47.62456,-122.34692
TRESPASS,01/04/2017 09:50:09 PM,47.6237,-122.32093
DISTURBANCES,01/04/2017 09:51:16 PM,47.658432,-122.34229
PROPERTY DAMAGE,01/04/2017 09:52:07 PM,47.61356,-122.33361
SUSPICIOUS CIRCUMSTANCES,01/04/2017 09:55:39 PM,47.61268,-122.339386
SUSPICIOUS CIRCUMSTANCES,01/04/2017 09:56:48 PM,47.687103,-122.31277
TRAFFIC RELATED CALLS,01/04/2017 09:59:29 AM,47.625904,-122.35801
MOTOR VEHICLE COLLISION INVESTIGATION,01/04/2017 10:00:55 AM,47.62128,-122.30872
MOTOR VEHICLE COLLISION INVESTIGATION,01/04/2017 10:02:02 AM,47.62128,-122.30872
BURGLARY,01/04/2017 10:03:03 AM,47.66712,-122.30061
"NUISANCE, MISCHIEF",01/04/2017 10:07:27 AM,47.622017,-122.312645
BURGLARY,01/04/2017 10:09:10 AM,47.671616,-122.361855
TRAFFIC RELATED CALLS,01/04/2017 10:09:39 PM,47.648056,-122.33874
FALSE ALACAD,01/04/2017 10:10:23 PM,47.703144,-122.323875
"NUISANCE, MISCHIEF",01/04/2017 10:11:55 AM,47.61466,-122.32446
TRAFFIC RELATED CALLS,01/04/2017 10:16:10 AM,47.630985,-122.34763
MOTOR VEHICLE COLLISION INVESTIGATION,01/04/2017 10:16:12 AM,47.655403,-122.34993
SUSPICIOUS CIRCUMSTANCES,01/04/2017 10:18:15 PM,47.690617,-122.359314
DISTURBANCES,01/04/2017 10:21:59 PM,47.612103,-122.33381
TRAFFIC RELATED CALLS,01/04/2017 10:22:19 PM,47.690567,-122.396935
DISTURBANCES,01/04/2017 10:22:58 PM,47.609283,-122.338905
TRAFFIC RELATED CALLS,01/04/2017 10:25:21 AM,47.620464,-122.32308
TRAFFIC RELATED CALLS,01/04/2017 10:25:47 AM,47.653065,-122.36873
TRAFFIC RELATED CALLS,01/04/2017 10:25:56 PM,47.612015,-122.34024
MOTOR VEHICLE COLLISION INVESTIGATION,01/04/2017 10:27:38 PM,47.65769,-122.324844
TRAFFIC RELATED CALLS,01/04/2017 10:30:57 AM,47.620285,-122.337166
TRAFFIC RELATED CALLS,01/04/2017 10:31:06 AM,47.617554,-122.33771
NARCOTICS COMPLAINTS,01/04/2017 10:32:25 AM,47.611206,-122.33759
SUSPICIOUS CIRCUMSTANCES,01/04/2017 10:37:24 AM,47.671997,-122.37888
FALSE ALACAD,01/04/2017 10:38:54 PM,47.667046,-122.38395
BURGLARY,01/04/2017 10:40:56 AM,47.665707,-122.377556
OTHER PROPERTY,01/04/2017 10:45:07 PM,47.62672,-122.34756
TRAFFIC RELATED CALLS,01/04/2017 10:45:39 PM,47.640877,-122.32468
TRAFFIC RELATED CALLS,01/04/2017 10:47:45 PM,47.686226,-122.344505
TRAFFIC RELATED CALLS,01/04/2017 10:53:19 AM,47.668625,-122.398315
SUSPICIOUS CIRCUMSTANCES,01/04/2017 10:55:03 PM,47.661335,-122.324036
TRAFFIC RELATED CALLS,01/04/2017 10:55:10 PM,47.61495,-122.3353
TRAFFIC RELATED CALLS,01/04/2017 10:56:32 AM,47.669415,-122.28909
TRAFFIC RELATED CALLS,01/04/2017 11:03:33 PM,47.62572,-122.359314
BURGLARY,01/04/2017 11:13:53 AM,47.627632,-122.35668
DISTURBANCES,01/04/2017 11:15:04 PM,47.617607,-122.30811
BEHAVIORAL HEALTH,01/04/2017 11:15:18 AM,47.619038,-122.32785
DISTURBANCES,01/04/2017 11:16:24 PM,47.702396,-122.36075
SUSPICIOUS CIRCUMSTANCES,01/04/2017 11:17:49 AM,47.65511,-122.30861
CAR PROWL,01/04/2017 11:21:10 AM,47.689243,-122.4018
LEWD CONDUCT,01/04/2017 11:22:20 AM,47.66868,-122.38556
DISTURBANCES,01/04/2017 11:23:06 AM,47.661564,-122.320724
TRAFFIC RELATED CALLS,01/04/2017 11:27:13 AM,47.636986,-122.35195
BURGLARY,01/04/2017 11:28:00 AM,47.61297,-122.32846
DISTURBANCES,01/04/2017 11:28:01 PM,47.665688,-122.3174
TRAFFIC RELATED CALLS,01/04/2017 11:28:32 AM,47.609806,-122.315445
FALSE ALACAD,01/04/2017 11:31:44 PM,47.625572,-122.3343
SUSPICIOUS CIRCUMSTANCES,01/04/2017 11:32:15 PM,47.701393,-122.36273
BURGLARY,01/04/2017 11:32:40 PM,47.629745,-122.280655
SUSPICIOUS CIRCUMSTANCES,01/04/2017 11:39:53 AM,47.640514,-122.35959
AUTO THEFTS,01/04/2017 11:43:36 AM,47.610283,-122.32523
TRAFFIC RELATED CALLS,01/04/2017 11:44:16 AM,47.611473,-122.30499
"NUISANCE, MISCHIEF",01/04/2017 11:44:21 AM,47.616104,-122.33724
SUSPICIOUS CIRCUMSTANCES,01/04/2017 11:45:37 AM,47.630287,-122.37317
HAZARDS,01/04/2017 11:46:21 AM,47.609337,-122.32514
"PROPERTY - MISSING, FOUND",01/04/2017 11:48:27 AM,47.70233,-122.334526
OTHER PROPERTY,01/04/2017 11:50:24 AM,47.696724,-122.3446
BEHAVIORAL HEALTH,01/04/2017 12:08:01 PM,47.606625,-122.32573
FALSE ALACAD,01/04/2017 12:10:28 AM,47.63826,-122.35255
TRAFFIC RELATED CALLS,01/04/2017 12:11:32 AM,47.682556,-122.35394
LIQUOR VIOLATIONS,01/04/2017 12:12:11 PM,47.623928,-122.35671
TRAFFIC RELATED CALLS,01/04/2017 12:12:14 PM,47.652973,-122.31247
TRAFFIC RELATED CALLS,01/04/2017 12:16:35 PM,47.638325,-122.304016
MOTOR VEHICLE COLLISION INVESTIGATION,01/04/2017 12:17:54 PM,47.620296,-122.339775
DISTURBANCES,01/04/2017 12:18:06 PM,47.61407,-122.32145
DISTURBANCES,01/04/2017 12:18:07 PM,47.705036,-122.33393
TRESPASS,01/04/2017 12:19:12 PM,47.615337,-122.335945
"NUISANCE, MISCHIEF",01/04/2017 12:20:34 PM,47.660534,-122.31315
TRAFFIC RELATED CALLS,01/04/2017 12:21:36 AM,47.605373,-122.33226
NARCOTICS COMPLAINTS,01/04/2017 12:21:50 PM,47.620502,-122.31955
MOTOR VEHICLE COLLISION INVESTIGATION,01/04/2017 12:22:51 AM,47.621437,-122.347595
TRAFFIC RELATED CALLS,01/04/2017 12:23:23 PM,47.647377,-122.32573
MISCELLANEOUS MISDEMEANORS,01/04/2017 12:23:56 PM,47.614075,-122.32078
SUSPICIOUS CIRCUMSTANCES,01/04/2017 12:26:34 AM,47.61044,-122.33689
SUSPICIOUS CIRCUMSTANCES,01/04/2017 12:27:34 PM,47.62802,-122.34494
TRESPASS,01/04/2017 12:28:28 AM,47.612423,-122.33797
SUSPICIOUS CIRCUMSTANCES,01/04/2017 12:30:07 PM,47.658325,-122.40461
FALSE ALACAD,01/04/2017 12:32:24 AM,47.667114,-122.296196
BEHAVIORAL HEALTH,01/04/2017 12:33:17 AM,47.61289,-122.343704
CAR PROWL,01/04/2017 12:34:11 PM,47.658325,-122.40461
MOTOR VEHICLE COLLISION INVESTIGATION,01/04/2017 12:36:29 AM,47.664013,-122.315254
DISTURBANCES,01/04/2017 12:37:31 AM,47.662556,-122.364006
MOTOR VEHICLE COLLISION INVESTIGATION,01/04/2017 12:39:33 PM,47.614456,-122.32983
FALSE ALACAD,01/04/2017 12:39:58 PM,47.63552,-122.39135
TRAFFIC RELATED CALLS,01/04/2017 12:40:16 PM,47.61672,-122.335304
DISTURBANCES,01/04/2017 12:42:02 AM,47.610023,-122.30324
TRAFFIC RELATED CALLS,01/04/2017 12:43:24 AM,47.66131,-122.319565
SUSPICIOUS CIRCUMSTANCES,01/04/2017 12:44:49 PM,47.67777,-122.36602
AUTO THEFTS,01/04/2017 12:44:58 PM,47.617226,-122.33121
SUSPICIOUS CIRCUMSTANCES,01/04/2017 12:45:07 PM,47.685764,-122.28951
DISTURBANCES,01/04/2017 12:47:58 AM,47.69512,-122.35535
TRAFFIC RELATED CALLS,01/04/2017 12:48:52 AM,47.664917,-122.31524
LIQUOR VIOLATIONS,01/04/2017 12:49:02 AM,47.614075,-122.32078
TRAFFIC RELATED CALLS,01/04/2017 12:51:37 PM,47.60556,-122.31482
MOTOR VEHICLE COLLISION INVESTIGATION,01/04/2017 12:55:13 AM,47.66255,-122.29411
"THREATS, HARASSMENT",01/04/2017 12:56:44 PM,47.607513,-122.33422
LIQUOR VIOLATIONS,01/04/2017 12:57:56 AM,47.614647,-122.32212
DISTURBANCES,01/04/2017 12:58:33 AM,47.61268,-122.339386
"THREATS, HARASSMENT",01/04/2017 12:59:28 AM,47.70233,-122.334526
CAR PROWL,01/04/2017 12:59:48 AM,47.608444,-122.332
FALSE ALACAD,01/05/2017 01:00:46 PM,47.68593,-122.38217
TRAFFIC RELATED CALLS,01/05/2017 01:05:12 PM,47.6237,-122.32093
FRAUD CALLS,01/05/2017 01:09:50 PM,47.648464,-122.37819
MISCELLANEOUS MISDEMEANORS,01/05/2017 01:10:29 PM,47.612663,-122.337395
TRAFFIC RELATED CALLS,01/05/2017 01:11:01 PM,47.64396,-122.3041
BURGLARY,01/05/2017 01:11:21 AM,47.634735,-122.343475
TRAFFIC RELATED CALLS,01/05/2017 01:11:32 AM,47.61167,-122.33649
DISTURBANCES,01/05/2017 01:11:38 PM,47.621372,-122.301834
TRAFFIC RELATED CALLS,01/05/2017 01:16:39 PM,47.653065,-122.36873
FALSE ALACAD,01/05/2017 01:18:42 PM,47.649975,-122.342705
LIQUOR VIOLATIONS,01/05/2017 01:19:06 AM,47.620926,-122.35282
TRAFFIC RELATED CALLS,01/05/2017 01:23:54 PM,47.663567,-122.31839
TRAFFIC RELATED CALLS,01/05/2017 01:24:10 PM,47.66631,-122.320694
TRAFFIC RELATED CALLS,01/05/2017 01:36:14 AM,47.615276,-122.31146
MOTOR VEHICLE COLLISION INVESTIGATION,01/05/2017 01:36:22 PM,47.67498,-122.31651
ARREST,01/05/2017 01:36:25 AM,47.643837,-122.38595
TRAFFIC RELATED CALLS,01/05/2017 01:37:41 PM,47.6239,-122.34758
LIQUOR VIOLATIONS,01/05/2017 01:38:06 AM,47.614685,-122.31685
"NUISANCE, MISCHIEF",01/05/2017 01:38:40 PM,47.623928,-122.35671
FALSE ALACAD,01/05/2017 01:44:07 AM,47.613407,-122.31419
FALSE ALACAD,01/05/2017 01:46:26 PM,47.66902,-122.33027
TRESPASS,01/05/2017 01:48:05 AM,47.623928,-122.35671
TRAFFIC RELATED CALLS,01/05/2017 01:49:57 PM,47.62258,-122.334274
FALSE ALACAD,01/05/2017 01:51:05 PM,47.617485,-122.33661
AUTO THEFTS,01/05/2017 01:52:05 AM,47.694138,-122.33648
MOTOR VEHICLE COLLISION INVESTIGATION,01/05/2017 01:53:55 PM,47.675777,-122.308716
TRAFFIC RELATED CALLS,01/05/2017 01:54:49 PM,47.62267,-122.31135
TRESPASS,01/05/2017 01:58:56 PM,47.66077,-122.32404
TRAFFIC RELATED CALLS,01/05/2017 02:02:42 AM,47.608818,-122.34002
NARCOTICS COMPLAINTS,01/05/2017 02:03:26 PM,47.610214,-122.336685
LIQUOR VIOLATIONS,01/05/2017 02:06:06 PM,47.614704,-122.344795
MOTOR VEHICLE COLLISION INVESTIGATION,01/05/2017 02:08:01 PM,47.611835,-122.34392
DISTURBANCES,01/05/2017 02:08:27 PM,47.672745,-122.314255
MOTOR VEHICLE COLLISION INVESTIGATION,01/05/2017 02:09:33 PM,47.612915,-122.31417
SUSPICIOUS CIRCUMSTANCES,01/05/2017 02:10:44 AM,47.629585,-122.35988
FALSE ALACAD,01/05/2017 02:11:33 PM,47.614655,-122.32079
NARCOTICS COMPLAINTS,01/05/2017 02:15:01 AM,47.630302,-122.32888
ASSAULTS,01/05/2017 02:15:22 PM,47.61061,-122.33245
CAR PROWL,01/05/2017 02:19:53 PM,47.621967,-122.33171
DISTURBANCES,01/05/2017 02:20:26 PM,47.620243,-122.33042
SUSPICIOUS CIRCUMSTANCES,01/05/2017 02:20:32 AM,47.615257,-122.317505
DISTURBANCES,01/05/2017 02:21:39 PM,47.66366,-122.37049
TRAFFIC RELATED CALLS,01/05/2017 02:22:45 AM,47.68694,-122.344505
SHOPLIFTING,01/05/2017 02:22:53 AM,47.681892,-122.31747
BEHAVIORAL HEALTH,01/05/2017 02:22:56 AM,47.687744,-122.387596
TRESPASS,01/05/2017 02:25:54 AM,47.61731,-122.35317
DISTURBANCES,01/05/2017 02:31:55 PM,47.615692,-122.34746
TRESPASS,01/05/2017 02:32:40 AM,47.619728,-122.344444
TRAFFIC RELATED CALLS,01/05/2017 02:35:10 AM,47.656647,-122.34465
ANIMAL COMPLAINTS,01/05/2017 02:35:12 PM,47.611607,-122.33335
"NUISANCE, MISCHIEF",01/05/2017 02:35:16 AM,47.61817,-122.34673
TRAFFIC RELATED CALLS,01/05/2017 02:36:19 AM,47.69152,-122.37681
PROPERTY DAMAGE,01/05/2017 02:38:30 PM,47.698677,-122.33505
TRAFFIC RELATED CALLS,01/05/2017 02:38:33 PM,47.623886,-122.342354
SUSPICIOUS CIRCUMSTANCES,01/05/2017 02:40:03 PM,47.607258,-122.34175
TRAFFIC RELATED CALLS,01/05/2017 02:41:20 PM,47.60912,-122.32802
LIQUOR VIOLATIONS,01/05/2017 02:43:22 AM,47.611206,-122.33759
MOTOR VEHICLE COLLISION INVESTIGATION,01/05/2017 02:44:09 PM,47.65083,-122.36088
SUSPICIOUS CIRCUMSTANCES,01/05/2017 02:52:54 PM,47.660534,-122.31315
FALSE ALACAD,01/05/2017 02:53:42 PM,47.684025,-122.391914
LIQUOR VIOLATIONS,01/05/2017 02:53:53 AM,47.609516,-122.33835
