Event.Clearance.Group,Event.Clearance.Date,Latitude,Longitude
TRAFFIC RELATED CALLS,01/06/2017 11:28:52 AM,47.616917,-122.35251
LIQUOR VIOLATIONS,01/06/2017 11:30:07 AM,47.618534,-122.32913
OTHER VICE,01/06/2017 11:30:31 PM,47.704327,-122.34469
TRAFFIC RELATED CALLS,01/06/2017 11:31:06 PM,47.630882,-122.37392
DISTURBANCES,01/06/2017 11:31:06 PM,47.702316,-122.335686
TRESPASS,01/06/2017 11:35:33 AM,47.61161,-122.346535
TRAFFIC RELATED CALLS,01/06/2017 11:35:51 AM,47.640877,-122.32468
TRESPASS,01/06/2017 11:40:42 AM,47.61271,-122.347374
AUTO THEFTS,01/06/2017 11:42:24 AM,47.617027,-122.291306
SUSPICIOUS CIRCUMSTANCES,01/06/2017 11:42:39 PM,47.694923,-122.34862
DISTURBANCES,01/06/2017 11:43:25 PM,47.66566,-122.31193
TRAFFIC RELATED CALLS,01/06/2017 11:43:51 PM,47.613163,-122.34219
TRAFFIC RELATED CALLS,01/06/2017 11:46:27 AM,47.660515,-122.37622
PROPERTY DAMAGE,01/06/2017 11:47:28 PM,47.618595,-122.35375
DISTURBANCES,01/06/2017 11:48:50 AM,47.66865,-122.36564
TRAFFIC RELATED CALLS,01/06/2017 11:49:37 AM,47.620827,-122.32658
PROPERTY DAMAGE,01/06/2017 11:52:07 PM,47.605206,-122.29679
MOTOR VEHICLE COLLISION INVESTIGATION,01/06/2017 11:52:40 PM,47.60804,-122.31285
TRAFFIC RELATED CALLS,01/06/2017 11:54:12 AM,47.685974,-122.33043
FALSE ALACAD,01/06/2017 11:55:18 PM,47.66852,-122.299034
TRAFFIC RELATED CALLS,01/06/2017 11:57:48 AM,47.670906,-122.38055
FRAUD CALLS,01/06/2017 11:58:45 AM,47.63878,-122.38768
BURGLARY,01/06/2017 11:59:06 AM,47.619152,-122.34631
SUSPICIOUS CIRCUMSTANCES,01/06/2017 12:01:01 AM,47.66038,-122.31878
TRESPASS,01/06/2017 12:01:12 AM,47.612103,-122.33381
SUSPICIOUS CIRCUMSTANCES,01/06/2017 12:08:22 AM,47.700073,-122.344635
BURGLARY,01/06/2017 12:11:35 AM,47.65849,-122.319786
TRAFFIC RELATED CALLS,01/06/2017 12:12:57 AM,47.612713,-122.347374
TRAFFIC RELATED CALLS,01/06/2017 12:13:22 PM,47.611347,-122.3411
FALSE ALACAD,01/06/2017 12:15:10 PM,47.677704,-122.38483
FALSE ALACAD,01/06/2017 12:15:35 PM,47.6108,-122.301445
BURGLARY,01/06/2017 12:15:49 AM,47.62394,-122.35933
DISTURBANCES,01/06/2017 12:17:28 AM,47.615215,-122.32649
TRAFFIC RELATED CALLS,01/06/2017 12:20:15 AM,47.618523,-122.3356
TRESPASS,01/06/2017 12:20:26 PM,47.694183,-122.344025
TRAFFIC RELATED CALLS,01/06/2017 12:22:08 PM,47.62627,-122.34427
BURGLARY,01/06/2017 12:22:15 AM,47.610382,-122.333
SUSPICIOUS CIRCUMSTANCES,01/06/2017 12:26:00 PM,47.616055,-122.33617
TRAFFIC RELATED CALLS,01/06/2017 12:29:38 PM,47.62089,-122.34369
TRAFFIC RELATED CALLS,01/06/2017 12:30:15 PM,47.62764,-122.31256
FAILURE TO REGISTER (SEX OFFENDER),01/06/2017 12:33:24 PM,47.66255,-122.29411
OTHER PROPERTY,01/06/2017 12:33:26 AM,47.61918,-122.35414
SHOPLIFTING,01/06/2017 12:34:02 PM,47.611904,-122.33593
TRAFFIC RELATED CALLS,01/06/2017 12:35:24 PM,47.65466,-122.342476
SHOPLIFTING,01/06/2017 12:35:48 PM,47.611904,-122.33593
TRAFFIC RELATED CALLS,01/06/2017 12:42:09 PM,47.617287,-122.35666
BURGLARY,01/06/2017 12:45:15 PM,47.703964,-122.34468
OTHER PROPERTY,01/06/2017 12:50:07 AM,47.680508,-122.325966
TRAFFIC RELATED CALLS,01/06/2017 12:52:54 PM,47.628403,-122.31255
MOTOR VEHICLE COLLISION INVESTIGATION,01/06/2017 12:53:53 PM,47.62458,-122.35671
LIQUOR VIOLATIONS,01/06/2017 12:56:58 PM,47.606445,-122.33324
"NUISANCE, MISCHIEF",01/06/2017 12:57:05 PM,47.66385,-122.33014
TRAFFIC RELATED CALLS,01/07/2017 01:09:23 AM,47.68304,-122.28516
HAZARDS,01/07/2017 01:11:54 PM,47.680508,-122.325966
PERSON DOWN/INJURY,01/07/2017 01:12:15 PM,47.668663,-122.37621
SUSPICIOUS CIRCUMSTANCES,01/07/2017 01:12:25 PM,47.609158,-122.33264
PROPERTY DAMAGE,01/07/2017 01:13:27 PM,47.650112,-122.352905
HAZARDS,01/07/2017 01:13:29 PM,47.625572,-122.3343
DISTURBANCES,01/07/2017 01:15:30 AM,47.668518,-122.29592
PERSON DOWN/INJURY,01/07/2017 01:16:12 PM,47.618237,-122.329155
MOTOR VEHICLE COLLISION INVESTIGATION,01/07/2017 01:16:45 PM,47.62454,-122.33429
FALSE ALACAD,01/07/2017 01:19:23 PM,47.645054,-122.31959
TRESPASS,01/07/2017 01:19:46 AM,47.61409,-122.318794
DISTURBANCES,01/07/2017 01:20:59 AM,47.614098,-122.31749
TRAFFIC RELATED CALLS,01/07/2017 01:24:02 PM,47.670906,-122.38055
TRAFFIC RELATED CALLS,01/07/2017 01:24:04 AM,47.619324,-122.32086
PROPERTY DAMAGE,01/07/2017 01:24:13 AM,47.61222,-122.34457
BEHAVIORAL HEALTH,01/07/2017 01:27:13 PM,47.62585,-122.36127
SUSPICIOUS CIRCUMSTANCES,01/07/2017 01:28:12 PM,47.66488,-122.31024
MOTOR VEHICLE COLLISION INVESTIGATION,01/07/2017 01:28:41 PM,47.614056,-122.33406
TRESPASS,01/07/2017 01:28:50 PM,47.679466,-122.31741
CAR PROWL,01/07/2017 01:34:00 PM,47.610394,-122.31611
FALSE ALACAD,01/07/2017 01:34:12 AM,47.649414,-122.34858
FALSE ALACAD,01/07/2017 01:40:37 PM,47.635193,-122.284035
TRAFFIC RELATED CALLS,01/07/2017 01:42:56 AM,47.701427,-122.34465
"NUISANCE, MISCHIEF",01/07/2017 01:44:45 PM,47.660385,-122.31978
BURGLARY,01/07/2017 01:46:59 AM,47.652126,-122.35394
TRESPASS,01/07/2017 01:47:30 AM,47.659054,-122.31319
BURGLARY,01/07/2017 01:50:25 PM,47.615883,-122.33294
DISTURBANCES,01/07/2017 01:52:37 PM,47.613163,-122.34219
"PROPERTY - MISSING, FOUND",01/07/2017 01:53:28 PM,47.610683,-122.34196
TRAFFIC RELATED CALLS,01/07/2017 01:53:54 AM,47.61581,-122.322136
DISTURBANCES,01/07/2017 01:59:05 AM,47.614655,-122.32079
HAZARDS,01/07/2017 02:00:16 AM,47.62748,-122.36556
LEWD CONDUCT,01/07/2017 02:02:05 AM,47.615273,-122.31555
DISTURBANCES,01/07/2017 02:04:19 PM,47.69449,-122.37569
BURGLARY,01/07/2017 02:04:36 AM,47.64955,-122.3929
SUSPICIOUS CIRCUMSTANCES,01/07/2017 02:04:41 AM,47.636765,-122.32896
TRAFFIC RELATED CALLS,01/07/2017 02:04:52 AM,47.615234,-122.3208
TRAFFIC RELATED CALLS,01/07/2017 02:05:59 AM,47.70324,-122.34467
TRAFFIC RELATED CALLS,01/07/2017 02:10:44 AM,47.651253,-122.37626
CAR PROWL,01/07/2017 02:11:51 AM,47.61309,-122.35
MOTOR VEHICLE COLLISION INVESTIGATION,01/07/2017 02:13:18 PM,47.62591,-122.298744
SUSPICIOUS CIRCUMSTANCES,01/07/2017 02:14:54 AM,47.612225,-122.31676
TRAFFIC RELATED CALLS,01/07/2017 02:16:02 AM,47.61409,-122.32446
MOTOR VEHICLE COLLISION INVESTIGATION,01/07/2017 02:17:41 PM,47.606552,-122.3318
SUSPICIOUS CIRCUMSTANCES,01/07/2017 02:17:56 AM,47.70374,-122.329384
TRAFFIC RELATED CALLS,01/07/2017 02:18:58 AM,47.701427,-122.34465
TRAFFIC RELATED CALLS,01/07/2017 02:20:39 AM,47.705452,-122.30163
TRAFFIC RELATED CALLS,01/07/2017 02:21:03 PM,47.623123,-122.33044
TRAFFIC RELATED CALLS,01/07/2017 02:26:45 AM,47.705048,-122.344696
BURGLARY,01/07/2017 02:27:47 PM,47.70433,-122.34603
OTHER PROPERTY,01/07/2017 02:29:02 AM,47.612103,-122.33381
FALSE ALACAD,01/07/2017 02:30:41 PM,47.694767,-122.294655
PROPERTY DAMAGE,01/07/2017 02:33:39 AM,47.667046,-122.38395
MOTOR VEHICLE COLLISION INVESTIGATION,01/07/2017 02:34:09 AM,47.623207,-122.33845
TRAFFIC RELATED CALLS,01/07/2017 02:36:53 PM,47.66564,-122.30946
DISTURBANCES,01/07/2017 02:39:18 PM,47.613525,-122.33204
SUSPICIOUS CIRCUMSTANCES,01/07/2017 02:40:39 PM,47.661274,-122.313705
PERSON DOWN/INJURY,01/07/2017 02:43:52 PM,47.616104,-122.33724
TRAFFIC RELATED CALLS,01/07/2017 02:49:07 AM,47.683086,-122.315285
TRAFFIC RELATED CALLS,01/07/2017 02:57:32 AM,47.629723,-122.34353
DISTURBANCES,01/07/2017 02:58:55 AM,47.665,-122.327736
HAZARDS,01/07/2017 02:59:42 PM,47.66501,-122.34731
DISTURBANCES,01/07/2017 03:00:59 PM,47.68595,-122.338425
DISTURBANCES,01/07/2017 03:07:17 AM,47.636856,-122.362305
PERSON DOWN/INJURY,01/07/2017 03:07:54 PM,47.686226,-122.344505
SUSPICIOUS CIRCUMSTANCES,01/07/2017 03:08:29 PM,47.608494,-122.3408
BURGLARY,01/07/2017 03:08:39 AM,47.623703,-122.322
TRAFFIC RELATED CALLS,01/07/2017 03:08:47 PM,47.661285,-122.315445
TRAFFIC RELATED CALLS,01/07/2017 03:08:53 PM,47.662224,-122.31956
DISTURBANCES,01/07/2017 03:11:22 AM,47.613518,-122.32077
DISTURBANCES,01/07/2017 03:11:34 AM,47.614506,-122.33468
BEHAVIORAL HEALTH,01/07/2017 03:11:38 PM,47.69678,-122.30521
PROWLER,01/07/2017 03:12:10 AM,47.61703,-122.31145
AUTO THEFTS,01/07/2017 03:13:15 PM,47.6675,-122.400154
"NUISANCE, MISCHIEF",01/07/2017 03:16:13 PM,47.61132,-122.33732
TRAFFIC RELATED CALLS,01/07/2017 03:22:01 PM,47.654152,-122.35689
DISTURBANCES,01/07/2017 03:23:07 AM,47.675266,-122.333534
AUTO THEFTS,01/07/2017 03:23:10 PM,47.666645,-122.28569
DISTURBANCES,01/07/2017 03:24:05 PM,47.618237,-122.329155
ROBBERY,01/07/2017 03:25:43 AM,47.618183,-122.3169
TRAFFIC RELATED CALLS,01/07/2017 03:28:37 PM,47.607998,-122.2977
SUSPICIOUS CIRCUMSTANCES,01/07/2017 03:29:39 PM,47.61969,-122.30252
SHOPLIFTING,01/07/2017 03:36:16 AM,47.624577,-122.35475
DISTURBANCES,01/07/2017 03:39:25 AM,47.61558,-122.34925
ROBBERY,01/07/2017 03:41:09 AM,47.618557,-122.34438
"PERSONS - LOST, FOUND, MISSING",01/07/2017 03:41:20 PM,47.62763,-122.35538
SUSPICIOUS CIRCUMSTANCES,01/07/2017 03:42:04 AM,47.605656,-122.33865
MOTOR VEHICLE COLLISION INVESTIGATION,01/07/2017 03:42:54 PM,47.66189,-122.3009
DISTURBANCES,01/07/2017 03:44:37 AM,47.6949,-122.34322
CAR PROWL,01/07/2017 03:46:51 PM,47.612103,-122.33381
AUTO THEFTS,01/07/2017 03:47:29 PM,47.634136,-122.35698
DISTURBANCES,01/07/2017 03:48:50 AM,47.617653,-122.32345
SUSPICIOUS CIRCUMSTANCES,01/07/2017 03:49:26 AM,47.673256,-122.36294
BURGLARY,01/07/2017 03:50:09 AM,47.616314,-122.34157
DISTURBANCES,01/07/2017 03:55:00 PM,47.62458,-122.35606
SUSPICIOUS CIRCUMSTANCES,01/07/2017 03:58:52 PM,47.687798,-122.378944
CAR PROWL,01/07/2017 03:59:58 PM,47.612328,-122.346725
CAR PROWL,01/07/2017 04:01:05 PM,47.61523,-122.32342
OTHER PROPERTY,01/07/2017 04:04:41 PM,47.62312,-122.33365
SUSPICIOUS CIRCUMSTANCES,01/07/2017 04:08:16 PM,47.640667,-122.31294
AUTO THEFTS,01/07/2017 04:09:17 PM,47.62264,-122.30731
TRAFFIC RELATED CALLS,01/07/2017 04:18:30 PM,47.624146,-122.36512
TRESPASS,01/07/2017 04:19:13 PM,47.667492,-122.313034
FALSE ALACAD,01/07/2017 04:20:18 PM,47.68549,-122.34856
DISTURBANCES,01/07/2017 04:20:37 PM,47.615086,-122.34742
MOTOR VEHICLE COLLISION INVESTIGATION,01/07/2017 04:22:28 AM,47.65236,-122.35498
BURGLARY,01/07/2017 04:25:53 PM,47.664013,-122.315254
TRAFFIC RELATED CALLS,01/07/2017 04:27:55 PM,47.6684,-122.38757
HAZARDS,01/07/2017 04:30:07 PM,47.671562,-122.34367
DISTURBANCES,01/07/2017 04:31:00 PM,47.69204,-122.39033
MOTOR VEHICLE COLLISION INVESTIGATION,01/07/2017 04:31:57 PM,47.6209,-122.34501
FALSE ALACAD,01/07/2017 04:33:02 AM,47.656063,-122.361374
TRAFFIC RELATED CALLS,01/07/2017 04:33:43 PM,47.619316,-122.303635
TRESPASS,01/07/2017 04:35:27 PM,47.608788,-122.33845
DISTURBANCES,01/07/2017 04:38:43 AM,47.631817,-122.3592
FALSE ALACAD,01/07/2017 04:39:45 AM,47.656063,-122.361374
MOTOR VEHICLE COLLISION INVESTIGATION,01/07/2017 04:48:16 PM,47.61132,-122.33732
LIQUOR VIOLATIONS,01/07/2017 04:50:36 AM,47.61432,-122.34415
DISTURBANCES,01/07/2017 04:53:51 PM,47.611977,-122.32755
FALSE ALACAD,01/07/2017 04:56:15 PM,47.67838,-122.39569
PERSON DOWN/INJURY,01/07/2017 05:00:34 PM,47.612984,-122.33741
NARCOTICS COMPLAINTS,01/07/2017 05:00:51 PM,47.611004,-122.344986
AUTO THEFTS,01/07/2017 05:01:11 PM,47.64369,-122.34957
DISTURBANCES,01/07/2017 05:06:51 AM,47.622555,-122.319916
PERSON DOWN/INJURY,01/07/2017 05:07:24 PM,47.686943,-122.345856
TRAFFIC RELATED CALLS,01/07/2017 05:15:19 AM,47.607944,-122.32847
MOTOR VEHICLE COLLISION INVESTIGATION,01/07/2017 05:19:53 PM,47.612053,-122.32455
HAZARDS,01/07/2017 05:25:03 AM,47.667645,-122.38474
DISTURBANCES,01/07/2017 05:31:33 PM,47.61417,-122.33794
CAR PROWL,01/07/2017 05:32:27 PM,47.62512,-122.32725
TRAFFIC RELATED CALLS,01/07/2017 05:33:22 PM,47.6391,-122.34554
SUSPICIOUS CIRCUMSTANCES,01/07/2017 05:37:33 AM,47.611588,-122.32566
CAR PROWL,01/07/2017 05:37:50 PM,47.676693,-122.2903
TRAFFIC RELATED CALLS,01/07/2017 05:40:18 PM,47.691288,-122.344536
TRAFFIC RELATED CALLS,01/07/2017 05:40:23 PM,47.66213,-122.347336
MOTOR VEHICLE COLLISION INVESTIGATION,01/07/2017 05:44:11 PM,47.66103,-122.34216
SUSPICIOUS CIRCUMSTANCES,01/07/2017 05:45:14 AM,47.622555,-122.319916
TRAFFIC RELATED CALLS,01/07/2017 05:46:55 AM,47.619965,-122.31272
SHOPLIFTING,01/07/2017 05:47:23 PM,47.609253,-122.33734
AUTO THEFTS,01/07/2017 05:47:54 PM,47.6771,-122.32424
FALSE ALACAD,01/07/2017 05:59:20 AM,47.614655,-122.32079
TRAFFIC RELATED CALLS,01/07/2017 06:00:26 PM,47.6403,-122.34298
ASSAULTS,01/07/2017 06:06:39 PM,47.610943,-122.307556
BIKE,01/07/2017 06:06:50 PM,47.612904,-122.30952
DISTURBANCES,01/07/2017 06:09:02 AM,47.631817,-122.3592
SUSPICIOUS CIRCUMSTANCES,01/07/2017 06:10:39 PM,47.609455,-122.33522
ARREST,01/07/2017 06:15:16 AM,47.6105,-122.322365
TRAFFIC RELATED CALLS,01/07/2017 06:15:40 AM,47.61271,-122.347374
FALSE ALACAD,01/07/2017 06:19:45 AM,47.66867,-122.37815
TRAFFIC RELATED CALLS,01/07/2017 06:21:13 PM,47.66916,-122.27861
SUSPICIOUS CIRCUMSTANCES,01/07/2017 06:21:24 PM,47.648457,-122.38336
LIQUOR VIOLATIONS,01/07/2017 06:21:32 AM,47.606266,-122.3254
SUSPICIOUS CIRCUMSTANCES,01/07/2017 06:22:46 AM,47.6709,-122.37621
"PERSONS - LOST, FOUND, MISSING",01/07/2017 06:23:08 AM,47.613354,-122.31552
SUSPICIOUS CIRCUMSTANCES,01/07/2017 06:25:13 PM,47.622105,-122.35608
SHOPLIFTING,01/07/2017 06:27:47 PM,47.66867,-122.37815
TRAFFIC RELATED CALLS,01/07/2017 06:27:54 AM,47.60618,-122.310905
TRAFFIC RELATED CALLS,01/07/2017 06:31:46 PM,47.61327,-122.34435
NARCOTICS COMPLAINTS,01/07/2017 06:31:49 PM,47.614685,-122.31685
DISTURBANCES,01/07/2017 06:32:13 PM,47.618595,-122.35375
SUSPICIOUS CIRCUMSTANCES,01/07/2017 06:32:44 PM,47.640705,-122.367615
SUSPICIOUS CIRCUMSTANCES,01/07/2017 06:36:49 PM,47.61243,-122.348885
SHOPLIFTING,01/07/2017 06:41:47 PM,47.61237,-122.334816
LIQUOR VIOLATIONS,01/07/2017 06:41:50 PM,47.612137,-122.33537
TRAFFIC RELATED CALLS,01/07/2017 06:42:06 PM,47.619904,-122.32088
TRESPASS,01/07/2017 06:42:53 AM,47.620243,-122.325294
TRAFFIC RELATED CALLS,01/07/2017 06:43:26 PM,47.610264,-122.32292
DISTURBANCES,01/07/2017 06:48:35 PM,47.612267,-122.30273
FALSE ALACAD,01/07/2017 06:48:50 AM,47.632324,-122.36076
TRAFFIC RELATED CALLS,01/07/2017 06:52:13 AM,47.647823,-122.317894
BURGLARY,01/07/2017 06:53:19 PM,47.664013,-122.315254
TRAFFIC RELATED CALLS,01/07/2017 06:55:47 PM,47.626934,-122.332344
FALSE ALACAD,01/07/2017 06:56:15 AM,47.67644,-122.3466
"NUISANCE, MISCHIEF",01/07/2017 06:57:20 AM,47.684654,-122.325615
TRAFFIC RELATED CALLS,01/07/2017 07:02:28 PM,47.693,-122.30276
MOTOR VEHICLE COLLISION INVESTIGATION,01/07/2017 07:04:24 PM,47.619785,-122.35936
MOTOR VEHICLE COLLISION INVESTIGATION,01/07/2017 07:08:52 PM,47.61645,-122.29616
PERSON DOWN/INJURY,01/07/2017 07:11:40 PM,47.70288,-122.346016
AUTO THEFTS,01/07/2017 07:12:11 PM,47.616642,-122.32788
BURGLARY,01/07/2017 07:13:15 PM,47.66568,-122.31523
ASSAULTS,01/07/2017 07:14:08 PM,47.615215,-122.326805
TRAFFIC RELATED CALLS,01/07/2017 07:14:11 PM,47.62676,-122.30238
MOTOR VEHICLE COLLISION INVESTIGATION,01/07/2017 07:16:01 PM,47.680325,-122.290405
MOTOR VEHICLE COLLISION INVESTIGATION,01/07/2017 07:18:43 PM,47.690594,-122.3553
DISTURBANCES,01/07/2017 07:30:23 PM,47.614666,-122.31946
DISTURBANCES,01/07/2017 07:32:42 PM,47.61278,-122.341545
MOTOR VEHICLE COLLISION INVESTIGATION,01/07/2017 07:32:44 PM,47.617752,-122.33835
TRAFFIC RELATED CALLS,01/07/2017 07:33:39 PM,47.61224,-122.32856
DISTURBANCES,01/07/2017 07:35:35 PM,47.619076,-122.324005
SUSPICIOUS CIRCUMSTANCES,01/07/2017 07:35:36 PM,47.61638,-122.32279
SUSPICIOUS CIRCUMSTANCES,01/07/2017 07:37:25 PM,47.676,-122.377106
DISTURBANCES,01/07/2017 07:43:52 AM,47.605804,-122.326515
CAR PROWL,01/07/2017 07:44:14 PM,47.65312,-122.33087
TRAFFIC RELATED CALLS,01/07/2017 07:44:56 AM,47.663105,-122.31526
DISTURBANCES,01/07/2017 07:45:28 AM,47.616,-122.30743
BURGLARY,01/07/2017 07:46:39 AM,47.665634,-122.30831
DISTURBANCES,01/07/2017 07:46:53 PM,47.613438,-122.32736
ASSAULTS,01/07/2017 07:47:32 PM,47.61289,-122.316734
BURGLARY,01/07/2017 07:49:03 PM,47.61156,-122.31611
"NUISANCE, MISCHIEF",01/07/2017 07:52:47 AM,47.614063,-122.32211
SHOPLIFTING,01/07/2017 07:55:32 PM,47.66284,-122.29765
TRAFFIC RELATED CALLS,01/07/2017 07:59:26 AM,47.615044,-122.31146
DISTURBANCES,01/07/2017 08:04:57 PM,47.60978,-122.30892
DISTURBANCES,01/07/2017 08:06:25 PM,47.7058,-122.3447
OTHER PROPERTY,01/07/2017 08:08:34 PM,47.637775,-122.35693
TRESPASS,01/07/2017 08:09:19 PM,47.663567,-122.31839
BEHAVIORAL HEALTH,01/07/2017 08:11:08 AM,47.689827,-122.34317
TRESPASS,01/07/2017 08:11:54 PM,47.612103,-122.33381
TRESPASS,01/07/2017 08:16:34 AM,47.620243,-122.325294
TRAFFIC RELATED CALLS,01/07/2017 08:17:25 AM,47.664974,-122.32286
FALSE ALACAD,01/07/2017 08:19:37 PM,47.676685,-122.2769
OTHER PROPERTY,01/07/2017 08:20:44 AM,47.66458,-122.28316
TRAFFIC RELATED CALLS,01/07/2017 08:22:31 PM,47.611626,-122.289345
LIQUOR VIOLATIONS,01/07/2017 08:26:22 PM,47.613438,-122.32736
TRAFFIC RELATED CALLS,01/07/2017 08:27:46 AM,47.613438,-122.32736
HAZARDS,01/07/2017 08:27:58 PM,47.609684,-122.33467
SUSPICIOUS CIRCUMSTANCES,01/07/2017 08:35:29 PM,47.68601,-122.36833
"NUISANCE, MISCHIEF",01/07/2017 08:39:07 AM,47.614063,-122.32211
SUSPICIOUS CIRCUMSTANCES,01/07/2017 08:40:10 PM,47.683502,-122.31209
SUSPICIOUS CIRCUMSTANCES,01/07/2017 08:41:25 PM,47.6168,-122.34933
TRAFFIC RELATED CALLS,01/07/2017 08:41:45 PM,47.62454,-122.33429
TRAFFIC RELATED CALLS,01/07/2017 08:44:16 PM,47.60705,-122.340965
TRAFFIC RELATED CALLS,01/07/2017 08:49:37 AM,47.615818,-122.32081
ASSAULTS,01/07/2017 08:55:55 PM,47.7058,-122.3447
TRAFFIC RELATED CALLS,01/07/2017 08:58:50 AM,47.63966,-122.37501
"NUISANCE, MISCHIEF",01/07/2017 08:59:46 PM,47.651363,-122.40682
SUSPICIOUS CIRCUMSTANCES,01/07/2017 09:00:16 PM,47.640064,-122.40767
SUSPICIOUS CIRCUMSTANCES,01/07/2017 09:02:05 AM,47.6158,-122.323425
TRAFFIC RELATED CALLS,01/07/2017 09:04:46 PM,47.66854,-122.30942
SUSPICIOUS CIRCUMSTANCES,01/07/2017 09:05:10 AM,47.612175,-122.32543
TRAFFIC RELATED CALLS,01/07/2017 09:07:39 AM,47.66567,-122.313065
SUSPICIOUS CIRCUMSTANCES,01/07/2017 09:19:42 PM,47.619324,-122.32086
TRAFFIC RELATED CALLS,01/07/2017 09:20:04 PM,47.618496,-122.32786
SUSPICIOUS CIRCUMSTANCES,01/07/2017 09:22:58 AM,47.665047,-122.37491
TRAFFIC RELATED CALLS,01/07/2017 09:23:41 PM,47.651627,-122.34401
ASSAULTS,01/07/2017 09:24:34 PM,47.615887,-122.337875
SUSPICIOUS CIRCUMSTANCES,01/07/2017 09:27:11 PM,47.64766,-122.37041
SUSPICIOUS CIRCUMSTANCES,01/07/2017 09:28:22 PM,47.642174,-122.39697
TRAFFIC RELATED CALLS,01/07/2017 09:30:43 AM,47.62369,-122.317795
FAILURE TO REGISTER (SEX OFFENDER),01/07/2017 09:32:59 AM,47.703606,-122.34602
SUSPICIOUS CIRCUMSTANCES,01/07/2017 09:36:41 PM,47.66049,-122.35003
TRESPASS,01/07/2017 09:38:48 PM,47.613518,-122.32077
LIQUOR VIOLATIONS,01/07/2017 09:40:20 PM,47.609283,-122.338905
PERSON DOWN/INJURY,01/07/2017 09:41:45 PM,47.67578,-122.30818
OTHER PROPERTY,01/07/2017 09:42:14 PM,47.6237,-122.32093
FALSE ALACAD,01/07/2017 09:43:31 PM,47.639786,-122.393
OTHER PROPERTY,01/07/2017 09:43:53 PM,47.65907,-122.31435
BURGLARY,01/07/2017 09:46:01 PM,47.657604,-122.31554
MOTOR VEHICLE COLLISION INVESTIGATION,01/07/2017 09:46:15 AM,47.606552,-122.3318
"PERSONS - LOST, FOUND, MISSING",01/07/2017 09:50:37 PM,47.61151,-122.32866
TRESPASS,01/07/2017 09:56:29 PM,47.620502,-122.31955
TRAFFIC RELATED CALLS,01/07/2017 09:57:14 AM,47.614655,-122.32681
TRAFFIC RELATED CALLS,01/07/2017 09:58:46 PM,47.632298,-122.34351
TRAFFIC RELATED CALLS,01/07/2017 10:02:35 AM,47.658806,-122.35001
CAR PROWL,01/07/2017 10:07:17 PM,47.60698,-122.32606
BURGLARY,01/07/2017 10:09:28 PM,47.6237,-122.32093
TRAFFIC RELATED CALLS,01/07/2017 10:09:36 PM,47.661385,-122.3414
SUSPICIOUS CIRCUMSTANCES,01/07/2017 10:10:04 PM,47.62457,-122.35018
TRESPASS,01/07/2017 10:11:29 AM,47.61407,-122.32145
FALSE ALACAD,01/07/2017 10:12:05 PM,47.615818,-122.32081
TRAFFIC RELATED CALLS,01/07/2017 10:27:35 PM,47.610447,-122.33613
TRAFFIC RELATED CALLS,01/07/2017 10:28:22 PM,47.680157,-122.32461
NARCOTICS COMPLAINTS,01/07/2017 10:32:48 PM,47.612118,-122.3424
TRAFFIC RELATED CALLS,01/07/2017 10:33:06 PM,47.672367,-122.38348
TRAFFIC RELATED CALLS,01/07/2017 10:33:13 PM,47.68048,-122.374664
"PROPERTY - MISSING, FOUND",01/07/2017 10:33:18 AM,47.619038,-122.32785
"PERSONS - LOST, FOUND, MISSING",01/07/2017 10:35:22 PM,47.613956,-122.336586
CAR PROWL,01/07/2017 10:38:39 PM,47.619144,-122.34501
SUSPICIOUS CIRCUMSTANCES,01/07/2017 10:39:04 PM,47.67019,-122.39151
TRAFFIC RELATED CALLS,01/07/2017 10:41:09 PM,47.651253,-122.37626
BURGLARY,01/07/2017 10:41:17 AM,47.621407,-122.326584
TRAFFIC RELATED CALLS,01/07/2017 10:41:23 PM,47.613495,-122.31679
"NUISANCE, MISCHIEF",01/07/2017 10:44:59 AM,47.610973,-122.33815
TRAFFIC RELATED CALLS,01/07/2017 10:45:49 AM,47.609806,-122.315445
TRAFFIC RELATED CALLS,01/07/2017 10:49:38 PM,47.612225,-122.31676
TRAFFIC RELATED CALLS,01/07/2017 10:50:21 PM,47.61764,-122.33984
TRESPASS,01/07/2017 10:50:57 AM,47.609516,-122.33835
SUSPICIOUS CIRCUMSTANCES,01/07/2017 10:50:57 PM,47.68513,-122.3445
TRAFFIC RELATED CALLS,01/07/2017 10:52:09 AM,47.614655,-122.32079
CAR PROWL,01/07/2017 10:52:24 PM,47.623127,-122.32916
BURGLARY,01/07/2017 10:52:52 PM,47.676674,-122.275665
PROPERTY DAMAGE,01/07/2017 10:53:16 PM,47.662174,-122.31198
DISTURBANCES,01/07/2017 10:53:27 PM,47.621532,-122.3209
BURGLARY,01/07/2017 10:53:38 PM,47.690193,-122.28779
TRAFFIC RELATED CALLS,01/07/2017 10:59:00 PM,47.63015,-122.32682
MOTOR VEHICLE COLLISION INVESTIGATION,01/07/2017 11:00:24 PM,47.668648,-122.36294
SUSPICIOUS CIRCUMSTANCES,01/07/2017 11:02:38 PM,47.681793,-122.36049
DISTURBANCES,01/07/2017 11:02:54 PM,47.639137,-122.38699
TRAFFIC RELATED CALLS,01/07/2017 11:03:32 AM,47.620213,-122.30362
BURGLARY,01/07/2017 11:03:55 PM,47.68755,-122.28742
